FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
31033	GINGER ROOT,PICKLED,CND,W/ ART SWTNR	Ginger root, pickled, canned, with artificial sweetener	A0271 A0860 A1272 B1265 C0240 E0152 F0022 G0003 H0108 H0190 H0200 J0001 K0029 M0194 N0001 P0024 R0001 Z0112	
11216	GINGER ROOT,RAW	Ginger root, raw	A0113 A0857 A1281 B1265 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
02021	GINGER,GROUND	Spices, ginger, ground	A0113 A0857 A1272 B1265 C0238 E0106 F0003 G0003 H0138 J0117 K0003 M0001 N0001 P0024 R0001 Z0001	
12129	GINKGO NUTS,CANNED	Nuts, ginkgo nuts, canned	A0260 A0824 A1282 B1260 C0155 E0150 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024 R0001 Z0001	
12128	GINKGO NUTS,DRIED	Nuts, ginkgo nuts, dried	A0260 A0824 A1282 B1260 C0155 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024 R0001 Z0001	
12127	GINKGO NUTS,RAW	Nuts, ginkgo nuts, raw	A0260 A0824 A1282 B1260 C0155 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
28029	GIRL SCOUTS,CARAMEL DULCE DE LECHE COOKIES	GIRL SCOUTS, Caramel Dulce De Leche Cookies	A0203 A1288 A1331 B1312 C0208 E0140 F0014 G0001 H0138 H0158 H0194 H0227 H0263 H0297 H0338 H0351 J0116 K0003 M0001 N0001 P0024 R0413 Z0112	
28030	GIRL SCOUTS,CHALET COOKIES	GIRL SCOUTS, Chalet Cookies	A0203 A1288 A1331 B1312 C0208 E0140 F0014 G0001 H0138 H0158 H0194 H0227 H0263 H0351 J0116 K0003 M0001 N0001 P0024 R0413 Z0112	
28031	GIRL SCOUTS,DO-SI-DOS COOKIES	GIRL SCOUTS, Do-si-dos Cookies	A0203 A1288 A1331 B1312 C0208 E0140 F0014 G0001 H0124 H0138 H0154 H0158 H0194 H0229 H0260 H0263 H0322 H0338 H0351 J0116 K0003 M0001 N0001 P0024 R0413 Z0112	
28032	GIRL SCOUTS,SAMOAS COOKIES	GIRL SCOUTS, Samoas Cookies	A0203 A1288 A1331 B1012 C0108 E0147 F0014 G0001 H0138 H0194 H0224 H0227 H0231 H0263 H0297 H0319 H0338 H0340 H0351 H0383 J0116 K0003 M0001 N0001 P0024 R0413 Z0112	
28033	GIRL SCOUTS,TAGALONGS COOKIES	GIRL SCOUTS, Tagalongs Cookies	A0203 A1288 A1331 B1337 C0134 E0140 F0014 G0001 H0138 H0154 H0158 H0194 H0227 H0231 H0260 H0263 H0319 H0338 H0351 J0116 K0003 M0001 N0001 P0024 R0413 Z0112	
28034	GIRL SCOUTS,THANK U BERRY MUNCH COOKIES	GIRL SCOUTS, Thank U Berry Munch Cookies	A0203 A1288 A1331 B1312 C0208 E0140 F0014 G0001 H0138 H0158 H0194 H0224 H0227 H0260 H0263 H0321 H0338 H0351 H0364 J0116 K0003 M0001 N0001 P0024 R0413 Z0112	
28035	GIRL SCOUTS,THIN MINTS COOKIES	GIRL SCOUTS, Thin Mints Cookies	A0203 A1288 A1331 B1312 C0208 E0140 F0014 G0001 H0138 H0146 H0150 H0158 H0194 H0227 H0231 H0263 H0338 H0351 J0116 K0003 M0001 N0001 P0024 R0413 Z0112	
28036	GIRL SCOUTS,TREFOILS COOKIES	GIRL SCOUTS, Trefoils Cookies	A0203 A1288 A1331 B1312 C0208 E0140 F0014 G0001 H0138 H0158 H0194 H0227 H0263 H0297 H0338 H0351 J0116 K0003 M0001 N0001 P0024 R0413 Z0112	
28356	GLUTINO,GLUTEN FREE COOKIES,CHOC VANILLA CREME	GLUTINO, Gluten Free Cookies, Chocolate Vanilla Creme	A0203 A1288 A1331 B1352 C0203 E0140 F0014 G0001 H0136 H0138 H0207 H0227 H0231 H0263 H0321 H0351 J0116 K0003 M0001 N0001 P0024 P0174 R0001 Z0112	
28357	GLUTINO,GLUTEN FREE COOKIES,VANILLA CREME	GLUTINO, Gluten Free Cookies, Vanilla Creme	A0203 A1288 A1331 B1352 C0203 E0140 F0014 G0001 H0136 H0138 H0150 H0205 H0207 H0227 H0263 H0321 H0333 H0351 J0116 K0003 M0001 N0001 P0024 P0174 R0001 Z0112	
28358	GLUTINO,GLUTEN FREE WAFERS,LEMON FLAV	GLUTINO, Gluten Free Wafers, Lemon Flavored	A0203 A1288 A1331 B1012 C0108 E0140 F0014 G0001 H0138 H0146 H0227 H0263 H0351 J0116 K0003 M0001 N0001 P0024 P0174 R0001 Z0112	
28359	GLUTINO,GLUTEN FREE WAFERS,MILK CHOC	GLUTINO, Gluten Free Wafers, Milk Chocolate	A0203 A1288 A1331 B1218 C0203 E0140 F0014 G0001 H0136 H0138 H0227 H0231 H0263 H0351 J0116 K0003 M0001 N0001 P0024 P0174 R0001 Z0112	
17168	GOAT,RAW	Goat, raw	A0150 A0794 A1287 B1328 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0018	
09110	GOJI BERRIES,DRIED	Goji berries, dried	A0143 A0834 A1279 B4197 C0001 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024 R0001 Z0001	
05149	GOOSE,DOMESTICATED,MEAT ONLY,CKD,RSTD	Goose, domesticated, meat only, cooked, roasted	A0273 A0795 A1275 B1253 C0268 E0150 F0014 G0005 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0003	
05148	GOOSE,DOMESTICATED,MEAT ONLY,RAW	Goose, domesticated, meat only, raw	A0273 A0795 A1275 B1253 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0003	
05147	GOOSE,DOMESTICATED,MEAT&SKN,CKD,RSTD	Goose, domesticated, meat and skin, cooked, roasted	A0273 A0795 A1275 B1253 C0267 E0150 F0014 G0005 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0003	
05146	GOOSE,DOMESTICATED,MEAT&SKN,RAW	Goose, domesticated, meat and skin, raw	A0273 A0795 A1275 B1253 C0267 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0003	
05150	GOOSE,LIVER,RAW	Goose, liver, raw	A0273 A0796 A1275 B1253 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
09109	GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS	Gooseberries, canned, light syrup pack, solids and liquids	A0143 A0834 A1279 B1394 C0140 E0150 F0014 G0003 H0136 J0123 K0013 M0194 N0001 P0024 R0001 Z0220	
09107	GOOSEBERRIES,RAW	Gooseberries, raw	A0143 A0833 A1279 B1394 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
11785	GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT	Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt	A0152 A0826 A1281 B1721 C0138 E0152 F0014 G0015 H0367 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
11221	GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,WO/SALT	Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt	A0152 A0826 A1281 B1721 C0138 E0152 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078 R0001 Z0001	
11220	GOURD,DISHCLOTH (TOWELGOURD),RAW	Gourd, dishcloth (towelgourd), raw	A0152 A0826 A1281 B1721 C0138 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
11784	GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT	Gourd, white-flowered (calabash), cooked, boiled, drained, with salt	A0152 A0826 A1281 B1720 C0229 E0152 F0014 G0015 H0367 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
11219	GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,WO/SALT	Gourd, white-flowered (calabash), cooked, boiled, drained, without salt	A0152 A0826 A1281 B1720 C0229 E0152 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078 R0001 Z0001	
11218	GOURD,WHITE-FLOWERED (CALABASH),RAW	Gourd, white-flowered (calabash), raw	A0152 A0826 A1281 B1720 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
42139	GRANOLA BAR,SOFT,MILK CHOC COATD,PNUT BUTTER	Granola bar, soft, milk chocolate coated, peanut butter	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0124 H0136 H0138 H0152 H0227 H0231 H0297 H0322 H0355 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
42272	GRANOLA BAR,W/COCNT,CHOC COATD	Snacks, granola bar, with coconut, chocolate coated	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0227 H0231 H0297 H0322 H0340 H0355 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19016	GRANOLA BARS,HARD,ALMOND	Snacks, granola bars, hard, almond	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0229 H0322 H0555 H0757 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19017	GRANOLA BARS,HARD,CHOC CHIP	Snacks, granola bars, hard, chocolate chip	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0229 H0231 H0263 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19015	GRANOLA BARS,HARD,PLAIN	Snacks, granola bars, hard, plain	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0177 H0227 H0322 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19420	GRANOLA BARS,HARD,PNUT BUTTER	Snacks, granola bars, hard, peanut butter	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0124 H0136 H0138 H0152 H0227 H0322 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19024	GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,CHOC CHIP	Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0227 H0231 H0263 H0297 H0322 H0355 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19026	GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,PNUT BUTTER	Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0124 H0136 H0138 H0152 H0227 H0231 H0263 H0297 H0322 H0355 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19404	GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP	Snacks, granola bars, soft, uncoated, chocolate chip	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0124 H0136 H0138 H0152 H0227 H0231 H0263 H0322 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19405	GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP,GRAHAM&MARSHMLLW	Snacks, granola bars, soft, uncoated, chocolate chip, graham and marshmallow	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0194 H0227 H0231 H0263 H0322 H0351 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19406	GRANOLA BARS,SOFT,UNCOATED,NUT&RAISIN	Snacks, granola bars, soft, uncoated, nut and raisin	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0177 H0227 H0263 H0322 H0364 H0368 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19020	GRANOLA BARS,SOFT,UNCOATED,PLN	Snacks, granola bars, soft, uncoated, plain	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0227 H0263 H0322 H0368 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19021	GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER	Snacks, granola bars, soft, uncoated, peanut butter	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0124 H0136 H0138 H0152 H0227 H0263 H0322 H0368 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19027	GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER&CHOC CHIP	Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0124 H0136 H0138 H0152 H0227 H0231 H0263 H0322 H0368 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
19022	GRANOLA BARS,SOFT,UNCOATED,RAISIN	Snacks, granola bars, soft, uncoated, raisin	A0106 A1293 A1330 B1324 C0133 E0140 F0014 G0003 H0136 H0138 H0152 H0227 H0263 H0364 H0368 H0555 J0144 K0003 M0199 N0001 P0024 R0001 Z0112	
14277	GRAPE DRINK,CANNED	Grape drink, canned	A0241 A0843 A1284 B1217 C0005 E0123 F0014 G0003 H0136 H0147 H0148 H0150 H0200 H0215 H0227 J0123 K0003 M0194 N0001 P0024 R0001 Z0001	
09130	GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C	Grape juice, canned or bottled, unsweetened, with added ascorbic acid	A0127 A0841 A1279 B1329 C0300 E0123 F0014 G0003 H0215 J0123 K0003 M0194 N0001 P0024 P0105 R0001 Z0001	
09512	GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C & CA	Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium	A0127 A0841 A1279 B1329 C0300 E0123 F0014 G0003 H0162 H0215 J0123 K0003 M0194 N0001 P0024 P0105 R0001 Z0001	
09135	GRAPE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C	Grape juice, canned or bottled, unsweetened, without added ascorbic acid	A0127 A0841 A1279 B1329 C0300 E0123 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024 P0105 R0001 Z0001	
14282	GRAPE JUICE DRINK,CANNED	Grape juice drink, canned	A0130 A0843 A1284 B1329 C0140 E0123 F0014 G0003 H0136 H0148 H0215 J0123 K0003 M0194 N0001 P0024 R0001 Z0112	
11975	GRAPE LEAVES,CND	Grape leaves, canned	A0152 A0826 A1281 B2121 C0200 E0152 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024 R0001 Z0001	
11974	GRAPE LEAVES,RAW	Grape leaves, raw	A0152 A0826 A1281 B2121 C0200 E0150 F0003 G0003 H0003 J0001 K0001 M0001 N0001 P0024 R0001 Z0001	
09127	GRAPEFRUIT JUC,PINK OR RED,W/ ADDED CA	Grapefruit juice, pink or red, with added calcium	A0127 A0841 A1279 B1507 C0300 E0114 F0022 G0003 H0001 J0120 K0003 M0194 N0001 P0024 R0001 Z0270 Z0275	
09416	GRAPEFRUIT JUC,WHITE,BTLD,UNSWTND,OCEAN SPRAY	Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY	A0127 A0841 A1279 B1507 C0300 E0114 F0022 G0003 H0001 J0120 K0003 M0194 N0001 P0024 P0105 R0001 Z0274	
09123	GRAPEFRUIT JUC,WHITE,CND OR BTLD,UNSWTND	Grapefruit juice, white, canned or bottled, unsweetened	A0127 A0841 A1279 B1507 C0300 E0114 F0022 G0003 H0001 J0120 K0003 M0194 N0001 P0024 P0105 R0001 Z0274	
09124	GRAPEFRUIT JUC,WHITE,CND,SWTND	Grapefruit juice, white, canned, sweetened	A0127 A0841 A1279 B1507 C0300 E0114 F0022 G0003 H0136 J0120 J0123 K0003 M0194 N0001 P0024 R0001 Z0274	
09126	GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,DIL W/ 3 VOLUME H2O	Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water	A0127 A0841 A1279 B1507 C0300 E0114 F0022 G0003 H0241 H0259 J0001 K0003 M0001 N0001 P0024 P0105 R0001 Z0274	
09125	GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL	Grapefruit juice, white, frozen concentrate, unsweetened, undiluted	A0127 A0841 A1279 B1507 C0300 E0121 F0022 G0003 H0112 J0136 K0003 M0001 N0001 P0024 P0105 R0001 Z0274	
09128	GRAPEFRUIT JUC,WHITE,RAW	Grapefruit juice, white, raw	A0127 A0841 A1279 B1507 C0300 E0114 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0274	
09404	GRAPEFRUIT JUICE,PINK,RAW	Grapefruit juice, pink, raw	A0127 A0841 A1279 B1507 C0300 E0114 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0270	
09114	GRAPEFRUIT,RAW,PINK & RED,FLORIDA	Grapefruit, raw, pink and red, Florida	A0143 A0833 A1279 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0423 Z0270 Z0275	
09111	GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS	Grapefruit, raw, pink and red and white, all areas	A0143 A0833 A1279 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0270 Z0274 Z0275	
09112	GRAPEFRUIT,RAW,PINK&RED,ALL AREAS	Grapefruit, raw, pink and red, all areas	A0143 A0833 A1279 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0270 Z0275	
09113	GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA	Grapefruit, raw, pink and red, California and Arizona	A0143 A0833 A1279 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0416 R0418 Z0270 Z0275	
09116	GRAPEFRUIT,RAW,WHITE,ALL AREAS	Grapefruit, raw, white, all areas	A0143 A0833 A1279 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0274	
09117	GRAPEFRUIT,RAW,WHITE,CALIFORNIA	Grapefruit, raw, white, California	A0143 A0833 A1279 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0418 Z0274	
09118	GRAPEFRUIT,RAW,WHITE,FLORIDA	Grapefruit, raw, white, Florida	A0143 A0833 A1279 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0423 Z0274	
09119	GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS	Grapefruit, sections, canned, water pack, solids and liquids	A0143 A0834 A1279 B1507 C0229 E0107 F0014 G0003 H0003 J0123 K0017 M0194 N0001 P0024 R0001 Z0220	
09120	GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS	Grapefruit, sections, canned, juice pack, solids and liquids	A0143 A0834 A1279 B1507 C0229 E0107 F0014 G0003 H0003 J0123 K0039 M0194 N0001 P0024 R0001 Z0220	
09121	GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS	Grapefruit, sections, canned, light syrup pack, solids and liquids	A0143 A0834 A1279 B1507 C0229 E0107 F0014 G0003 H0136 J0123 K0013 M0194 N0001 P0024 R0001 Z0220	
09129	Grapes, muscadine, raw	Grapes, muscadine, raw	A0143 A0833 A1279 B2123 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
09131	GRAPES,AMERICAN TYPE (SLIP SKN),RAW	Grapes, american type (slip skin), raw	A0143 A0833 A1279 B1329 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
09133	GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS	Grapes, canned, thompson seedless, water pack, solids and liquids	A0143 A0834 A1279 B1045 C0137 E0150 F0014 G0003 H0003 J0123 K0017 M0194 N0001 P0024 R0001 Z0220	
09134	GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS	Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids	A0143 A0834 A1279 B1045 C0137 E0150 F0014 G0003 H0136 J0123 K0012 M0194 N0001 P0024 R0001 Z0220	
09132	GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW	Grapes, red or green (European type, such as Thompson seedless), raw	A0143 A0833 A1279 B2121 C0137 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0001	
06114	GRAVY,AU JUS,CANNED	Gravy, au jus, canned	A0286 A0862 A1276 B0001 C0001 E0123 F0014 G0003 H0148 H0150 H0164 H0191 H0212 H0227 H0279 H0367 J0123 K0003 M0194 N0001 P0024 R0413 Z0112	
06115	GRAVY,AU JUS,DRY	Gravy, au jus, dry	A0286 A0862 A1276 B1379 C0203 E0106 F0022 G0003 H0130 H0136 H0138 H0150 H0164 H0191 H0212 H0227 H0262 H0367 J0116 K0003 M0118 N0017 P0024 R0413 Z0090 Z0112	
06116	GRAVY,BF,CND,RTS	Gravy, beef, canned, ready-to-serve	A0286 A0862 A1276 B1161 C0170 E0139 F0014 G0003 H0150 H0227 H0262 H0279 H0319 H0367 J0123 K0003 M0194 N0001 P0024 R0413 Z0112	
06957	GRAVY,BROWN INST,DRY	Gravy, brown instant, dry	A0286 A0862 A1276 B1324 C0208 E0106 F0022 G0003 H0138 H0146 H0150 H0169 H0212 H0227 H0367 J0116 K0003 M0001 N0001 P0024 R0413 Z0090 Z0112	
06118	GRAVY,BROWN,DRY	Gravy, brown, dry	A0286 A0862 A1276 B1324 C0208 E0106 F0022 G0003 H0138 H0146 H0150 H0227 H0367 J0116 K0003 M0001 N0001 P0024 R0413 Z0090 Z0112	
06996	GRAVY,CAMPBELL'S,AU JUS	Gravy, CAMPBELL'S, au jus	A0286 A0862 A1276 B1161 C0170 E0123 F0014 G0003 H0148 H0150 H0164 H0262 H0349 H0369 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06997	GRAVY,CAMPBELL'S,BF	Gravy, CAMPBELL'S, beef	A0286 A0862 A1276 B1161 C0170 E0123 F0014 G0003 H0148 H0164 H0227 H0262 H0279 H0319 H0369 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06317	GRAVY,CAMPBELL'S,BF,FAT FREE	Gravy, CAMPBELL'S, beef, fat free	A0286 A0862 A1276 B1161 C0170 E0123 F0014 G0003 H0150 H0227 H0279 H0319 H0369 J0123 K0003 M0151 N0024 P0024 P0054 R0413 Z0112	
06324	GRAVY,CAMPBELL'S,BF,MICROWAVABLE	Gravy, CAMPBELL'S, beef, microwavable	A0286 A0862 A1276 B1161 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0262 H0279 H0319 J0123 K0003 M0194 N0001 P0024 R0413 Z0112	
06998	GRAVY,CAMPBELL'S,BROWN W/ ONIONS	Gravy, CAMPBELL'S, brown with onions	A0286 A0862 A1276 B1161 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0262 H0263 H0279 H0319 H0349 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06999	GRAVY,CAMPBELL'S,CHICK	Gravy, CAMPBELL'S, chicken	A0286 A0862 A1276 B1457 C0170 E0123 F0014 G0003 H0227 H0260 H0262 H0279 H0317 H0319 H0349 H0766 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06320	GRAVY,CAMPBELL'S,CHICK,FAT FREE	Gravy, CAMPBELL'S, chicken, fat free	A0286 A0862 A1276 B1457 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0279 H0319 H0349 J0123 K0003 M0151 N0024 P0024 P0054 R0413 Z0112	
06325	GRAVY,CAMPBELL'S,CHICK,MICROWAVABLE	Gravy, CAMPBELL'S, chicken, microwavable	A0286 A0862 A1276 B1457 C0170 E0123 F0014 G0003 H0136 H0148 H0227 H0260 H0262 H0263 H0279 H0317 H0319 H0349 H0766 J0123 K0003 M0194 N0001 P0024 R0413 Z0112	
06318	GRAVY,CAMPBELL'S,COUNTRY STYLE CRM	Gravy, CAMPBELL'S, country style cream	A0286 A0862 A1276 B0001 C0001 E0102 F0014 G0003 H0148 H0150 H0184 H0221 H0227 H0279 H0296 H0319 H0367 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06319	GRAVY,CAMPBELL'S,COUNTRY STYLE SAUSAGE	Gravy, CAMPBELL'S, country style sausage	A0286 A0862 A1276 B1136 C0175 E0138 F0014 G0003 H0148 H0151 H0158 H0184 H0200 H0257 H0263 H0271 H0296 H0319 H0349 H0367 H0753 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06321	GRAVY,CAMPBELL'S,GOLDEN PORK	Gravy, CAMPBELL'S, golden pork	A0286 A0862 A1276 B1136 C0170 E0123 F0014 G0003 H0148 H0150 H0212 H0227 H0262 H0279 H0319 H0349 H0350 H0369 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06322	GRAVY,CAMPBELL'S,MUSHROOM	Gravy, CAMPBELL'S, mushroom	A0286 A0862 A1276 B1467 C0296 E0123 F0014 G0003 H0148 H0150 H0227 H0257 H0263 H0279 H0319 H0369 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06326	GRAVY,CAMPBELL'S,TURKEY	Gravy,CAMPBELL'S, turkey	A0286 A0862 A1276 B1236 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0262 H0279 H0319 H0349 J0123 K0003 M0151 N0024 P0024 R0413 Z0112	
06323	GRAVY,CAMPBELL'S,TURKEY,FAT FREE	Gravy, CAMPBELL'S, turkey, fat free	A0286 A0862 A1276 B1236 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0262 H0279 H0319 H0349 H0753 H0766 J0123 K0003 M0151 N0024 P0024 P0054 R0413 Z0112	
06332	GRAVY,CAMPBELL'S,TURKEY,MICROWAVABLE	Gravy, CAMPBELL'S, turkey, microwavable	A0286 A0862 A1276 B1236 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0262 H0263 H0279 H0766 J0123 K0003 M0194 N0001 P0024 R0413 Z0112	
06120	GRAVY,CHICKEN,DRY	Gravy, chicken, dry	A0286 A0862 A1276 B1016 C0203 E0106 F0022 G0003 H0138 H0221 H0227 H0319 H0367 H0766 J0116 K0003 M0001 N0001 P0024 R0413 Z0090 Z0112	
06329	GRAVY,FRANCO-AMERICAN,BF,SLOW RST	Gravy, FRANCO-AMERICAN, beef, slow roast	A0286 A0862 A1276 B1161 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0262 H0279 H0319 H0367 H0753 H0763 J0123 K0003 M0194 N0001 P0024 R0413 Z0112	
06327	GRAVY,FRANCO-AMERICAN,BF,SLOW RST,FAT FREE	Gravy, FRANCO-AMERICAN, beef, slow roast, fat free	A0286 A0862 A1276 B1161 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0279 H0367 H0763 J0123 K0003 M0194 N0001 P0024 P0054 R0413 Z0112	
06330	GRAVY,FRANCO-AMERICAN,CHICK,SLOW RST	Gravy, FRANCO-AMERICAN, chicken, slow roast	A0286 A0862 A1276 B1457 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0262 H0279 H0367 H0766 J0123 K0003 M0194 N0001 P0024 R0413 Z0112	
06328	GRAVY,FRANCO-AMERICAN,CHICK,SLOW RST,FAT FREE	Gravy, FRANCO-AMERICAN, chicken, slow roast, fat free	A0286 A0862 A1276 B1457 C0170 E0123 F0014 G0003 H0148 H0150 H0227 H0262 H0279 H0297 H0319 H0367 H0369 H0766 J0123 K0003 M0194 N0001 P0024 P0054 R0413 Z0112	
