FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
1176	Pastei kalfs- Na- Nistria	Calf pâté low sodium Nistria	A0797 B1349	
335	Pastei lever-	Liver pâté	A0716 A0796 B1161	
1170	Pastei lever- Na- Nistria	Liver pâté low sodium Nistria	A0716 A0796 B1161	
899	Pasteibakje	Patty shells	A0695 A0821 B1312	
898	Pasteibakje roomboter	Patty shells butter	A0695 A0821 B1312	
642	Pâté	Pâté	A0797 B1161	
337	Patrijs rauw	Partridge raw	A0795 B1382	
1729	Pediasure 1-10 jr per 100 ml Abbott	Drink Pediasure 1-10 yr per 100 ml Abbot	A0869 B0001	
1942	Pediasure met vezel 1-10 jr per 100 ml Abbott	Drink Pediasure w fibre 1-10 jr per 100	A0869 B0001	
168	Peer z schil	Pear without skin	A0143 A0707 A0833 B1344 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
338	Pekelvlees	Beef salted cooked	A0797 B1201	
1225	Peper cayenne- rood	Pepper red cayenne	A0857 B1250	
823	Peper zwarte/witte	Pepper black/white	A0857 B2255	
453	Pepermunt	Peppermint	A0835 B1012	
267	Pepsels	Pretzel sticks	A0868 B1312	
1042	Pepti-2000 per 100 ml Nutricia	Of Pepti-2000 per 100 ml	A0869 B0001	
1248	Pepti-2000 poeder Nutricia	Oligomeric food Pepti-2000 powder	A0869 B0001	
1043	Pepti-2000-variant p 100 ml Nutricia	Of Pepti-2000-variant per 100 ml	A0869 B0001	
1247	Pepti-2000-variant poeder Nutricia	Oligomeric food Pepti-2000-variant pow	A0869 B0001	
1249	Pepti-Junior p 100 ml Nutricia	Mwm formula Pepti-Junior per 100 ml	A0869 B0001	
1293	Pepti-Junior poeder Nutricia	Mwmf Pepti-Junior powder	A0869 B0001	
1387	Peptisorb p 100 ml Nutricia	Of Peptisorb per 100 ml	A0869 B0001	
2104	Peptisorb Powder p 100 ml Nutricia	Of Peptisorb powder p 100 ml	A0869 B0001	
2105	Peptisorb Powder poeder Nutricia	Oligomeric food Peptisorb powder	A0869 B0001	
1950	Perative En+ E+ arginine+ per 100 ml Abbott	Ef En/protein/arginine+ Perative	A0869 B0001	
187	Peren gedroogd	Pear dried	A0143 A0707 A0834 B1344 C0229 E0152 F0001 G0003 H0138 J0116 K0001 M0001 N0001 P0024	
188	Peren op siroop blik/glas	Pears in syrup canned	A0143 A0707 A0834 B1344 C0229 E0152 F0014 G0003 H0136 J0123 K0023 M0194 N0001 P0024	
169	Perzik z schil	Peach without skin	A0143 A0707 A0833 B1350 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
189	Perziken op siroop blik/glas	Peaches in syrup canned	A0143 A0707 A0834 B1350 C0229 E0152 F0014 G0003 H0136 J0123 K0023 M0194 N0001 P0024	
2178	Pesto	Pesto	A0722 A0852 B1158	
1230	Peterselie gedroogd	Parsley dried	A0113 A0705 A0857 B1550 C0144 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
128	Peterselie vers	Parsley fresh	A0113 A0705 A0857 B1550 C0144 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
964	Peultjes gekookt	Peas mange-tout boiled	A0826 B1156	
35	Peultjes rauw	Peas mange-tout raw	A0826 B1156	
454	Piccalilly	Piccalilly	A0860 B0001	
2176	Pijnboompitten gedroogd	Pine nuts dried	A0260 A0703 A0823 B1596 C0155 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
455	Pindakaas	Peanut butter	A0260 A0703 A0824 B1337 C0136 E0144 F0014 G0003 H0001 J0001 K0003 M0130 N0001 P0024	
541	Pindakaas m stukjes noot	Peanut butter with nut pieces	A0260 A0703 A0824 B1337 C0136 E0134 F0014 G0003 H0001 J0001 K0003 M0130 N0001 P0024	
448	Pindakaas met honing Calvé		A0260 A0703 A0824 B1337 C0136 E0144 F0014 G0003 H0149 J0001 K0003 M0130 N0001 P0024	
1534	Pizza m crossabodem diepvries	Pizza crossa crust frozen rts	A0821 B1312	
1495	Pizza m groente diepvries	Pizza with vegetables frozen rts	A0861 B1312	
806	Pizza m kaas en tomaat	Pizza with cheese and tomatoes	A0861 B1312	
1494	Pizza m vlees diepvries	Pizza with meat frozen rts	A0861 B1312	
892	Pizza mini diepvries	Pizza mini frozen McCain rts	A0861 B1312	
681	Poeng rauw	Bottlegourd poeng	A0826 B1347	
1357	Polycose per 100 ml Abbott	Modular glucose drink Polycose p 100 ml	A0723 A0871 B0001	
1027	Polymere sondevoeding E- Min- per 100 ml Nutrison Nutricia		A0723 A0871 B0001	
1038	Polymere sondevoeding E+ gem vloeibaar		A0723 A0871 B0001	
1034	Polymere sondevoeding E+ vloeibaar Clinifeed		A0723 A0871 B0001	
1340	Polymere sondevoeding En+ E- per 100 ml Renilon Nutricia		A0723 A0871 B0001	
1061	Polymere sondevoeding En+ E- poeder Renilon Nutricia		A0723 A0871 B0001	
1035	Polymere sondevoeding En+ gem vloeibaar		A0723 A0871 B0001	
1026	Polymere sondevoeding groente zak Nutrison Nutricia		A0723 A0871 B0001	
1028	Polymere sondevoeding Na- per 100 ml Nutrison Nutricia		A0723 A0871 B0001	
1039	Polymere sondevoeding poeder Ensure		A0723 A0871 B0001	
1047	Polymere sondevoeding vloeibaar Precitene N Sandoz		A0723 A0871 B0001	
1046	Polymere sondevoeding vloeibaar Precitene Sandoz		A0723 A0871 B0001	
2113	Pompoen gekookt	Pumpkin boiled	A0152 A0705 A0825 B1456 C0229 E0150 F0014 G0014 H0003 J0001 K0003 M0001 N0001 P0024 P0078	
682	Pompoen rauw	Pumpkin raw	A0152 A0705 A0825 B1456 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
670	Pomtajer rauw	Tajer root raw	A0829 B1018	
1621	Poon bereid in magnetron z toev	Gurnard prepared in microwave oven	A0801 B2703	
630	Popcorn gepoft naturel	Popcorn puffed natural	A0868 B1232	
407	Port	Port wine	A0224 A0712 A0849 B1329 C0140 E0123 F0001 G0003 H0232 H0253 H0332 J0001 K0003 M0130 N0040 P0024	
36	Postelein gekookt	Purslane boiled	A0152 A0705 A0825 B1642 C0144 E0150 F0014 G0015 H0003 J0001 K0003 M0001 N0001 P0024 P0078	
561	Postelein rauw	Purslane raw	A0152 A0705 A0825 B1642 C0144 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
978	Powerplay E+ Sandoz Nutrition	Sports food protein-rich Powerplay	A0869 B0001	
1782	Pregestimil p 100 ml Mead Johnson	Mwmf Pregestimil p 100 ml	A0871 B0001	
1783	Pregestimil poeder Mead Johnson	Mwmf Pregestimil powder	A0871 B0001	
1640	Pregomin per 100 ml Milupa	Mwmf Pregomin per 100 ml	A0871 B0001	
1648	Pregomin poeder Milupa	Mwmf Pregomin powder	A0871 B0001	
37	Prei gekookt	Leek boiled	A0152 A0705 A0825 B1308 C0148 E0151 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
562	Prei rauw	Leek raw	A0152 A0705 A0825 B1308 C0100 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1760	Prematil poeder Milupa	Premature food Prematil poeder Milupa	A0873 B0001	
2132	PreOp p 100 ml Nutricia	PreOp drink Nutricia p 100 ml	A0871 B0001	
