FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
2213	Friso 1 extra p 100 ml Friso Kindervoeding	Mwmf Friso 1 extra p 100 ml	A0723 A0873 B0001	
2215	Friso 1 hypo-allergeen p 100 ml Friso Kindervoeding	Mwmf Friso 1 hypo-allergeen p 100 ml	A0723 A0873 B0001	
2208	Friso 1 normaal p 100 ml Friso Kindervoeding	Mwmf Friso 1 normaal p 100 ml	A0723 A0873 B0001	
2212	Friso 2 comfort p 100 ml Friso Kindervoeding	Mwmf Friso 2 comfort p 100 ml	A0723 A0873 B0001	
2214	Friso 2 extra p 100 ml Friso Kindervoeding	Mwmf Friso 2 extra p 100 ml	A0723 A0873 B0001	
2216	Friso 2 hypo-allergeen p 100 ml Friso Kindervoeding	Mwmf Friso 2 hypo-allergeen p 100 ml	A0723 A0873 B0001	
2209	Friso 2 normaal p 100 ml Friso Kindervoeding	Mwmf Friso 2 normaal p 100 ml	A0723 A0873 B0001	
2210	Friso 3 normaal p 100 ml Friso Kindervoeding	Mwmf Friso 3 normaal p 100 ml	A0723 A0873 B0001	
1928	Friso BMF p 2 sachets Friso Kindervoeding	Breast milk enhancer Frisopré powder	A0723 A0873 B0001	
1921	Friso glucose 5% p 100 ml Friso Kindervoeding	Friso glucose 5% p 100 ml	A0723 A0869 B0001	
1922	Friso ORS p 100 ml Friso Kindervoeding	Friso ORS Friso Kindervoeding p 100 ml	A0723 A0869 B0001	
1084	Friso prematuur p 100 ml Friso Kindervoeding	Premature food Friso prematuur p 100 ml	A0723 A0873 B0001	
1080	Frisolac 0-6 mnd poeder Friesland Nutrition	Imf Frisolac 0-6 months powder	A0723 A0873 B0001	
1918	Frisolac Allergy Care poeder Friesland Nutrition	Mwmf Frisolac Allergy Care powder	A0723 A0873 B0001	
1920	Frisolac Extra 0-6 mnd poeder Friesland Nutrition	Imf Frisolac Extra poeder	A0723 A0873 B0001	
1919	Frisomel Extra 6 mnd poeder Friesland Nutrition	Wmf Frisomel Extra powder	A0723 A0873 B0001	
1924	Frisomel vanaf 6 mnd poeder Friesland Nutrition	Wmf Frisomel powder	A0723 A0873 B0001	
1929	Frisopep 1 0-6 mnd poeder Friesland Nutrition	Mwmf Frisopep 1 powder	A0723 A0873 B0001	
1926	Frisopep 2 vanaf 6 mnd poeder Friesland Nutrition	Wmf Frisopep 2 powder	A0723 A0873 B0001	
1930	Frisopré poeder Friesland Nutrition	Premature food Frisopré powder	A0723 A0873 B0001	
1927	Frisosoy 0-6 mnd poeder Friesland Nutrition	Imf Frisosoy powder	A0723 A0873 B1452	
1081	Frisovom 1 poeder Friesland Nutrition	Imf Frisovom 1 powder	A0723 A0873 B0001	
1925	Frisovom 2 vanaf 6 mnd poeder Friesland Nutrition	Wmf Frisovom 2 powder	A0723 A0873 B0001	
2108	Frites bereid gemiddeld	Chips ready to eat average	A0152 A0706 A0829 B1218 C0238 E0115 F0014 G0029 H0241 H0334 J0001 K0003 M0001 N0001 P0024 P0078	
2106	Frites bereid m hard vet	Chips fryed in solid frying fat	A0152 A0706 A0829 B1218 C0238 E0115 F0014 G0029 H0241 H0334 J0001 K0003 M0001 N0001 P0024 P0078	
2107	Frites bereid m vloeibaar vet	Chips fryed in liquid frying fat	A0152 A0706 A0829 B1218 C0238 E0115 F0014 G0029 H0241 H0334 J0001 K0003 M0001 N0001 P0024 P0078	
877	Frites gezouten bereid	Chips unsalted ready to serve	A0152 A0706 A0829 B1218 C0238 E0115 F0014 G0029 H0173 H0241 H0334 J0001 K0003 M0001 N0001 P0024	
123	Frites ongezouten bereid	Chips salted ready to serve	A0152 A0706 A0829 B1218 C0238 E0115 F0014 G0029 H0241 H0334 J0001 K0003 M0001 N0001 P0024 P0078	
886	Frites oven- bereid	Chips oven baked	A0152 A0706 A0829 B1218 C0238 E0115 F0014 G0005 H0241 H0334 J0001 K0003 M0001 N0001 P0024	
1679	Frites oven- diepvries bereid	Chips oven baked frozen ready to serve	A0152 A0706 A0829 B1218 C0238 E0115 F0014 G0005 H0241 H0334 J0001 K0003 M0001 N0001 P0024	
620	Frites sticks	Potato crisps straws salted	A0228 A0706 A0829 B1218	
1456	Frites voorgebakken	Chips pre-fried	A0152 A0706 A0829 B1218 C0238 E0115 F0022 G0035 H0233 H0241 J0001 K0003 M0001 N0001 P0024 P0078	
2070	Frituurvet vast >17 g verzadigde vetz >10 g transvetz	Frying fat solid >20 g sat >10 g trans	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 J0003 K0003 M0001 N0001 P0024 Z0199	
2069	Frituurvet vast >24 g verzadigde vetz <10 g transvetz	Frying fat solid >20 g sat <10 g trans	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 J0003 K0003 M0001 N0001 P0024 Z0199	
1526	Frituurvet vast gemiddeld	Frying fat solid average	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 J0003 K0003 M0001 N0001 P0024 Z0199	
2068	Frituurvet vloeibaar <24 g verzadigde vetzuren	Frying fat liquid <17 g sat	A0231 A0701 A0807 B1017 C0190 E0102 F0014 G0003 H0174 J0003 K0003 M0001 N0001 P0024 Z0198	
1599	Fructosepoeder	Fructose powder	A0835 B1140	
172	Fruit vers citrus- gemiddeld	Citrus fruit average	A0143 A0707 A0833 B1140 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
173	Fruit vers excl citrus- gemiddeld	Fruit all varieties except citrus	A0143 A0707 A0833 B1140 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1906	Fruit vers incl citrus- gemiddeld	Fruit fresh average including citrus	A0143 A0707 A0833 B1140 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
2153	Fruit2day	Fruit2day	A0708 A0834 B1140	
183	Fruitcocktail op siroop blik/glas	Fruit cocktail in syrup canned	A0143 A0707 A0834 B1140 C0229 E0152 F0014 G0003 H0136 J0123 K0023 M0194 N0001 P0024	
1781	Fruithapje soja Olvarit 4 mnd	Fruit snack soya 4 months Olvarit	A0707 A0873 B1140	
2236	Fruitreep B'tween Hero	Fruit bar B'tween Hero	A0833 B1140	
853	Gado gado z rijst en z ei	Gado gado without rice and without egg	A0705 A0828 B1347	
348	Garnalen gepeld	Shrimps peeled boiled	A0267 A0717 A0801 B1237 C0173 E0151 F0014 G0014 H0003 J0001 K0003 M0001 N0001 P0024	
702	Garnalen gezouten gedroogd	Shrimps salted dried	A0267 A0717 A0801 B1237 C0173 E0151 F0014 G0014 H0003 H0138 H0173 J0103 J0116 K0003 M0001 N0001 P0024	
1631	Garnalen naturel blik	Shrimps plain canned	A0267 A0717 A0803 B1237 C0173 E0151 F0014 G0003 H0003 J0123 K0001 M0151 N0023 P0024	
704	Garnalenpasta trassie	Shrimp paste trassie	A0267 A0717 A0803 B1237	
321	Gehakt blik		A0150 A0714 A0793 B1161	
2047	Gehakt fijn- vegetarisch onbereid Tivall	Mincemeat vegetarian unprepared Tivall	A0704 A0800 B1452	
1155	Gehakt gebraden	Minced meat loaf fried	A0150 A0714 A0793 B1161 C0268 E0137 F0022 G0025 H0151 H0367 J0001 K0003 M0001 N0001 P0024	
2307	Gehakt gebraden magere	Minced meat loaf fried lean	A0150 A0714 A0793 B1161 C0268 E0137 F0022 G0025 H0151 H0367 J0001 K0003 M0001 N0001 P0024 P0039	
1165	Gehakt gebraden Na- Nistria		A0150 A0714 A0793 B1161	
1181	Gehakt gebraden Na- Sleegers		A0150 A0714 A0793 B1105	
775	Gehakt hoh <20 g vet bereid		A0150 A0714 A0793 B1105	
1299	Gehakt hoh <20 g vet rauw		A0150 A0714 A0793 B1105	
772	Gehakt hoh 20-35 g vet bereid	Minced meat beef/pork 20-35 g fat prep	A0150 A0714 A0793 B1105	
1298	Gehakt hoh 20-35 g vet rauw		A0150 A0714 A0793 B1105	
1434	Gehakt hoh rauw	Minced beef/pork raw	A0150 A0714 A0793 B1105 C0268 E0136 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1326	Gehakt hoh rul gebakken	Minced beef/pork fried	A0150 A0714 A0793 B1105 C0268 E0136 F0022 G0028 H0003 J0001 K0003 M0001 N0001 P0024	
1698	Gehakt kalfs- Na- Nistria	Veal mincemeat low sodium Nistria	A0150 A0714 A0793 B1349	
1190	Gehakt kalfs- Na- Sleegers		A0150 A0714 A0793 B1349	
1201	Gehakt kalfs- Na- Sleegers		A0150 A0714 A0793 B1349	
1576	Gehakt lams- bereid	Minced lamb prepared	A0150 A0714 A0793 B1669	
1444	Gehakt lams-/schapen- rauw	Minced lamb raw	A0150 A0714 A0793 B1183 C0268 E0136 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
774	Gehakt runder- <20 g vet bereid		A0150 A0714 A0793 B2407	
1295	Gehakt runder- <20 g vet rauw		A0150 A0714 A0793 B2407	
323	Gehakt runder- 20-35 g vet rauw		A0150 A0714 A0793 B1161	
1375	Gehakt runder- köfte Turks bereid	Minced beef prepared köfte Turkish	A0150 A0714 A0793 B1161	
1405	Gehakt runder- rauw	Minced beef raw	A0150 A0714 A0793 B1161 C0268 E0136 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
1540	Gehakt runder- rul bereid	Minced beef loosely prepared	A0150 A0714 A0793 B1161 C0268 E0136 F0022 G0028 H0003 J0001 K0003 M0001 N0001 P0024	
1601	Gehakt runder- z ei bereid	Minced beef prepared without egg	A0150 A0714 A0793 B1161	
1376	Gehakt schapen- Köfte Turks bereid	Minced mutton prepared Köfte Turkish	A0150 A0714 A0793 B1183	
1555	Gehakt varkens- bereid	Minced pork prepared	A0150 A0714 A0793 B1136 C0268 E0122 F0022 G0025 H0003 J0001 K0003 M0001 N0001 P0024	
1421	Gehakt varkens- rauw	Minced pork raw	A0150 A0714 A0793 B1136 C0268 E0122 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
889	Gehaktbal ber in diamantvet		A0150 A0714 A0793 B1105	
890	Gehaktbal ber in diamantvet Mora		A0150 A0714 A0793 B1105	
888	Gehaktbal ber in zonnebl olie		A0150 A0714 A0793 B1105	
891	Gehaktbal ber in zonnebl olie Mora		A0150 A0714 A0793 B1105	
615	Gehaktbal bereid		A0150 A0714 A0793 B1105	
1568	Gehaktbal hoh bereid	Minced meat ball made up w egg/crumbs	A0150 A0714 A0793 B1105 C0268 E0133 F0022 G0025 H0186 H0319 J0001 K0003 M0001 N0001 P0024	
1390	Gehaktbal runder- m ei bereid	Minced beef ball made up w egg/crumbs	A0150 A0714 A0793 B1161 C0268 E0133 F0022 G0025 H0186 H0319 J0001 K0003 M0001 N0001 P0024	
1900	Geitenvlees rauw gemiddeld	Goat meat raw average	A0150 A0714 A0793 B1328 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
439	Gelatine	Gelatin	A0852 B1134	
440	Gember op siroop blik/glas	Ginger in syrup canned	A0143 A0707 A0834 B1265 C0240 E0152 F0014 G0003 H0136 J0123 K0023 M0194 N0001 P0024	
832	Gemberwortel	Ginger root fresh	A0113 A0707 A0857 B1265 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1890	Gerst hele korrel onbereid	Barley whole grain unprepared	A0125 A0696 A0814 B1047	
2159	Gierst gekookt	Millet boiled	A0125 A0696 A0814 B1285 C0133 E0150 F0014 G0015 H0259 J0001 K0003 M0001 N0001 P0024 P0078	
847	Gierst onbereid	Millet	A0125 A0696 A0814 B1285 C0155 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
1025	Gist gedroogd	Yeast dried	A0695 A0854 B1345	
950	Gist vers	Yeast fresh	A0695 A0854 B1345	
441	Gistextract Marmite	Yeast paste Marmite	A0705 A0856 B1345	
1222	Gistextract Na- glas	Yeast paste low sodium	A0705 A0856 B1345	
1065	Glucosepoeder Dextro-M	Preparation glucose powder Dextro-M	A0835 B1347	
212	Gort parel- onbereid	Barley pearl	A0125 A0696 A0814 B1230 C0132 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
1024	Gort vlug- onbereid	Barley easy cook raw	A0125 A0696 A0814 B1230	
788	Goulash	Goulash	A0714 A0799 B1161	
2235	Graanreep B'tween free Hero	Cereal bar B'tween free Hero	A0696 A0814 B1047	
2234	Graanreep B'tween Hero	Cereal bar B'tween Hero	A0696 A0814 B1047	
2237	Graanreep Kelloggs gemiddeld	Cereal bar Kelloggs average	A0696 A0814 B1047	
2238	Graanreep m melk Kelloggs gemiddeld	Cereal bar w milk Kelloggs average	A0696 A0814 B1047	
1007	Granaatappel	Pomegranate	A0143 A0707 A0833 B1162 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
162	Grapefruit	Grapefruit	A0143 A0707 A0833 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
848	Grapefruit op siroop blik/glas	Grapefruit in syrup canned	A0143 A0707 A0834 B1507 C0229 E0133 F0014 G0003 H0136 J0123 K0023 M0194 N0001 P0024	
1140	Groente erwtensoep- diepvries onbereid	Vegetables mixture for pea soup frozen	A0152 A0705 A0825 B1347	
652	Groente soep- diepvries Iglo		A0152 A0705 A0825 B1057	
1144	Groente soep- diepvries onbereid	Vegetables mixture for soup frozen	A0152 A0705 A0825 B1057	
75	Groente soep- rauw	Vegetable mix for soup raw	A0152 A0705 A0825 B1057 C0144 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
34	Groente winter- gem gekookt z zout	Vegetables av wintertypes boiled wo salt	A0152 A0705 A0827 B1347	
965	Groente winter- gem rauw	Vegetables average wintertypes raw	A0152 A0705 A0827 B1347	
850	Groente zoetzuur atjar tjampoer glas	Mixed  vegetable sweet/sour	A0152 A0705 A0825 B1057 C0144 E0152 F0014 G0003 H0151 H0158 H0190 H0200 J0001 K0010 M0001 N0001 P0024	
341	Groente zomer- gem gekookt z zout	Vegetables av summertypes boiled wo salt	A0152 A0705 A0827 B1347	
77	Groente zomer- gem rauw	Vegetables average summertypes raw	A0152 A0705 A0827 B1347	
1141	Groentemix Mexico diepvries onbereid	Vegetable mix Mexico frozen unprepared	A0152 A0705 A0827 B1347	
1142	Groentemix poesta diepvries onbereid	Vegetable mix puszta frozen unprepared	A0152 A0705 A0827 B1347	
1904	Groenten gekookt gemiddeld	Vegetables average boiled	A0152 A0705 A0827 B1347	
1905	Groenten rauw gemiddeld	Vegetables average raw	A0152 A0705 A0827 B1347	
2286	Groenteschijf vegetarisch onbereid Tivall	Vegetable burger vegetarians Tivall unpr	A0800 B1579	
1019	Grutten boekweite-	Buckwheat groats	A0125 A0696 A0814 B1405 C0133 E0122 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
690	Guave	Guava	A0143 A0707 A0833 B1333 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1626	Haai buiklappen/schillerlocken gerookt	Shark belly smoked 'Schillerlocken'	A0717 A0801 B1342	
107	Haas rauw	Hare whole raw	A0150 A0714 A0794 B2695	
1311	Hagelslag chocolade- gem	Chocolate confetti	A0272 A0699 A0839 B1318 C0134 E0111 F0014 G0003 H0158 H0184 H0231 J0001 K0003 M0001 N0003 P0024	
1962	Hagelslag chocolade- melk	Chocolate confetti milk	A0272 A0699 A0839 B1318 C0134 E0111 F0014 G0003 H0158 H0184 H0231 J0001 K0003 M0001 N0003 P0024	
1963	Hagelslag chocolade- puur	Chocolate confetti plain	A0272 A0699 A0839 B1318 C0134 E0111 F0014 G0003 H0158 H0231 J0001 K0003 M0001 N0003 P0024	
442	Hagelslag vruchten-	Coloured confetti	A0188 A0698 A0835 B1347 C0108 E0111 F0001 G0003 H0158 H0362 J0001 K0003 M0001 N0003 P0024	
1186	Halfom Na- V- Nistria		A0150 A0714 A0797 B1161	
1204	Halfom V- Nistria		A0150 A0714 A0797 B1161	
729	Halvanaise	Dressing French 40% oil	A0276 A0722 A0859 B1017	
316	Halvarine <20 g linolz 25-150 mg chol	Low fat marg<20g  lin acid 25-150mg chol	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0197 Z0203	
909	Halvarine 0-20 g linolzuur	Low fat margarine 0-20 g linoleic acid	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0197 Z0202	
731	Halvarine 20-40 g linolz 0-25 mg chol		A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0197 Z0202	
2059	Halvarine 40% vet <17 g verzadigde vetzuren	Low fat margarine 40% fat <20 g sat	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0197 Z0202	
1838	Halvarine kuipje Albert Heijn	Low fat margarine tub Albert Heijn	A0231 A0701 A0807 B1017	
1840	Halvarine kuipje Blue Band	Low fat margarine tub Blue Band	A0231 A0701 A0807 B1017	
1845	Halvarine kuipje Gouda's Gl.Zonnepond	Low fat margarine tub Zonnepond	A0231 A0701 A0807 B1017	
1841	Halvarine kuipje Gouda's Glorie	Low fat margarine tub Gouda's Glorie	A0231 A0701 A0807 B1017	
1842	Halvarine kuipje O'Lacy's	Low fat margarine tub O'Lacy's	A0231 A0701 A0807 B1017	
1844	Halvarine kuipje Tip	Low fat margarine tub Tip	A0231 A0701 A0807 B1017	
1527	Halvarineproduct >20-<40% vet	Low fat margarine product >20-40% fat	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0197 Z0202	
1798	Halvarineproduct >5-20% vet	Low fat margarine >5-20% fat	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0185 Z0202	
1797	Halvarineproduct 0-5% vet kuipje Linera 3%	Low fat margarine 0-5% fat	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0183 Z0203	
2061	Halvarineproduct 20-25% vet <10 g verzadigde vetz	Low fat marg prod 20-25% fat <10 g sat	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0185 Z0203	
2060	Halvarineproduct 35% vet <10 g verzadigde vetz	Low fat margarine prod 35% fat <10 g sat	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0197 Z0202	
1956	Halvarineproduct Becel pro.activ	Low fat margarine prod Becel pro.activ	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0197 Z0202	
2076	Halvarineproduct Benecol light	Low fat margarine product Benecol light	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0194 H0213 H0214 H0221 H0306 J0100 K0003 M0172 N0001 P0024 Z0197 Z0202	
1961	Halvarineproduct Blue Band Goede Start	Low fat marg prod Blue Band Goede Start	A0231 A0701 A0807 B1017 C0190 E0119 F0014 G0003 H0162 H0174 H0194 H0213 H0214 H0216 H0217 H0221 H0306 H0309 H0310 J0100 K0003 M0172 N0001 P0024 Z0197 Z0203	
1839	Halvarineproduct kuipje Becel Light	Low fat margarine product tub Becel Ligh	A0231 A0701 A0807 B1017	
1843	Halvarineproduct kuipje Sense Light	Low fat margarine product tub Sense Ligh	A0231 A0701 A0807 B1017	
784	Ham achter-	Gammon lean boiled	A0279 A0714 A0797 B1136 C0268 E0150 F0014 G0003 H0173 H0253 J0145 K0003 M0001 N0001 P0024	
1776	Ham achter- gegrild	Gammon lean grilled	A0279 A0714 A0797 B1136 C0268 E0150 F0014 G0006 H0173 H0253 J0145 K0003 M0001 N0001 P0024	
1691	Ham Ardenner Na- gekookt	Ham Ardennes type low sodium cooked	A0279 A0714 A0797 B1136 C0268 E0150 F0014 G0012 H0173 H0253 J0145 K0003 M0001 N0001 P0024 P0077	
1777	Ham been-	Gammon boiled deboned	A0279 A0714 A0797 B1136 C0268 E0150 F0014 G0003 H0173 H0253 J0145 K0003 M0001 N0001 P0024	
1180	Ham blaas- Na- Sleegers		A0279 A0714 A0797 B1136	
1209	Ham blik		A0279 A0714 A0797 B1136	
327	Ham gemiddeld gekookt		A0279 A0714 A0797 B1136	
1200	Ham kalkoen- Na- Nistria		A0279 A0715 A0797 B1236	
1199	Ham kalkoen- Na- Sleegers		A0279 A0715 A0797 B1236	
1695	Ham Lachsschinken Na-	Pork chop deboned smoked low sodium	A0279 A0714 A0797 B1136	
1205	Ham lachsschinken V- Nistria		A0279 A0714 A0797 B1136	
328	Ham rauwe	Ham smoked raw	A0279 A0714 A0797 B1136 C0268 E0150 F0018 G0003 H0172 H0173 H0253 J0145 K0003 M0001 N0001 P0024	
785	Ham schouder-	Ham shoulder medium fat boiled	A0279 A0714 A0797 B1136 C0268 E0150 F0014 G0003 H0173 H0253 J0145 K0003 M0001 N0001 P0024	
896	Hamburger ber in diamantvet Iglo		A0150 A0714 A0793 B1161	
895	Hamburger ber in zonnebl olie Iglo		A0150 A0714 A0793 B1161	
1301	Hamburger bereid		A0150 A0714 A0793 B1161	
1569	Hamburger bereid	Hamburger prepared	A0150 A0714 A0793 B1161 C0268 E0147 F0022 G0025 H0117 J0001 K0003 M0001 N0001 P0024 Z0018 Z0111	
894	Hamburger bereid in oven		A0150 A0714 A0793 B1161	
1208	Hamburger met barbecuesaus appel etc diepvries Iglo		A0150 A0714 A0793 B1161	
897	Hamburger met brood en ui Wimpy		A0150 A0714 A0799 B1161	
1435	Hamburger rauw	Hamburger raw	A0150 A0714 A0793 B1161 C0268 E0147 F0003 G0003 H0117 J0001 K0003 M0001 N0001 P0024 Z0018 Z0111	
483	Hamburger rauw		A0150 A0714 A0793 B1161	
1511	Hamburger vegetarisch onbereid Tivall	Hamburger vegetarian raw Tivall	A0723 A0871 B1312	
287	Hangop	Buttermilk curds fresh	A0721 A0781 B1201	
1606	Haring gerookt	Herring smoked	A0267 A0717 A0801 B1414 C0268 E0150 F0003 G0003 H0173 J0103 J0106 K0003 M0001 N0001 P0024	
350	Haring gezouten	Herring salted	A0267 A0717 A0803 B1414 C0268 E0150 F0003 G0003 H0173 J0103 K0003 M0001 N0001 P0024	
1100	Haring in zuur	Herring marinated	A0267 A0717 A0801 B1414 C0268 E0122 F0014 G0003 H0190 J0001 K0003 M0001 N0001 P0024	
113	Haring pan- rauw	Herring fresh	A0267 A0717 A0801 B1414 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
349	Haringfilet in tomatensaus blik	Herring fillet in tomato sauce canned	A0267 A0717 A0803 B1414 C0125 E0110 F0014 G0003 H0212 J0123 K0037 M0194 N0001 P0024	
648	Hawaiiburger diepvries Iglo		A0150 A0714 A0793 B1161	
1585	Heilbot gerookt	Halibut smoked	A0267 A0717 A0801 B1532 C0268 E0150 F0003 G0003 H0173 J0103 J0106 K0003 M0001 N0001 P0024	
753	Hoestsiroop		A0723 A0872 B1347	
443	Honing	Honey	A0118 A0698 A0836 B1347 C0188 E0103 F0001 G0003 H0138 H0230 J0003 K0003 M0001 N0001 P0024	
302	IJs consumptie-	Ice cream	A0137 A0721 A0789 B1201 C0113 E0139 F0018 G0003 H0100 H0178 H0247 H0306 H0368 J0135 J0136 K0003 M0001 N0001 P0024	
2250	IJs Festini Ola	Ice Festini	A0137 A0708 B1140	
1002	IJs gst Delight Line Ton Puts	Ice cream dairy Delight Line wo ad sugar	A0137 A0721 A0789 B1201	
1884	IJs invries- Karvan Cévitam Zuiveljoekels De Ruijter	Ice cream Zuiveljoekels Karvan Cévitam	A0137 A0721 A0789 B1201	
997	IJs Na- Ton Puts	Ice cream low sodium Ton Puts	A0137 A0721 A0789 B1201	
996	IJs room- z suiker pak Cor Nelis	Ice cream without sugar Cor Nelis	A0137 A0721 A0789 B1201	
926	IJs room- z suiker Ton Puts	Ice cream without sugar Ton Puts	A0137 A0721 A0789 B1201	
303	IJs room/vanille-	Ice cream dairy cream based	A0137 A0721 A0789 B1201 C0195 E0139 F0018 G0003 H0100 H0178 H0306 H0368 J0135 J0136 K0003 M0001 N0001 P0024	
485	IJs room/vanille cornet	Ice cream dairy cornet	A0137 A0721 A0789 B1201 C0195 E0108 F0018 G0003 H0100 H0178 H0306 H0319 H0356 H0368 J0135 J0136 K0003 M0001 N0001 P0024	
2251	IJs room/vanille m chocoladecoating	Ice cream dairy w chocolate coating	A0137 A0721 A0789 B1201 C0195 E0139 F0018 G0003 H0100 H0178 H0231 H0306 H0355 H0368 J0135 J0136 K0003 M0001 N0001 P0024	
2252	IJs room/vanille m fruitcoating	Ice cream dairy w fruitcoating	A0137 A0721 A0789 B1201 C0195 E0139 F0018 G0003 H0100 H0147 H0178 H0306 H0356 H0368 J0135 J0136 K0003 M0001 N0001 P0024	
1474	IJs water-	Ice lemonade-	A0230 A0722 A0852 B1217 C0005 E0109 F0003 G0003 H0136 H0228 H0241 J0136 K0003 M0001 N0001 P0024	
755	IJs yoghurt- Jochijs		A0137 A0721 A0783 B1201	
2086	IJsthee	Ice tea	A0112 A0710 A0845 B1623 C0200 E0123 F0014 G0036 H0117 H0158 J0001 K0003 M0001 N0001 P0024	
2087	IJsthee light	Ice tea light	A0112 A0710 A0845 B1623 C0200 E0123 F0014 G0036 H0117 J0001 K0003 M0001 N0001 P0024	
2088	IJsthee m suiker en zoetstoffen	Ice tea with suiker and sweetners	A0112 A0710 A0845 B1623 C0200 E0123 F0014 G0036 H0117 H0158 H0202 J0001 K0003 M0001 N0001 P0024	
754	IJzertablet per tablet		A0723 A0870 B1041	
1796	Impact p 100 ml Novartis	Pef imm modul Impact per 100 ml	A0723 A0869 B0001	
2129	Infatrini p 100 ml Nutricia	Mwmf Infatrini p 100 ml	A0723 A0873 B0001	
1632	Inktvis pijl- bereid in magnetron z toev	Squid prepared in microwave oven	A0267 A0717 A0801 B1205 C0103 E0150 F0014 G0011 H0003 J0001 K0003 M0001 N0001 P0024	
1098	Inktvis rauw	Squid raw	A0267 A0717 A0801 B1205 C0103 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1584	Inktvisringen gefrituurd	Squid rings battered deep fat fried	A0267 A0717 A0804 B1205 C0103 E0122 F0014 G0029 H0353 J0001 K0003 M0001 N0001 P0024	
1287	Isomil koemelkvrij poeder Abbott	Imf cow's milk-free Isomil powder Abbott	A0723 A0873 B0001	
2191	Isosource Energy Fibre p 100 ml Novartis	Pef Isosource Energy Fibre p 100 ml	A0723 A0869 B0001	
2020	Isosource energy p 100 ml Novartis	Pef Isosource energy per 100 ml	A0723 A0869 B0001	
1795	Isosource Fibre p 100 ml Novartis	Pef Isosource fibre per 100 ml	A0723 A0869 B0001	
1794	Isosource Junior p 100 ml Novartis	Pef Isosource Junior per 100 ml	A0723 A0869 B0001	
1250	Isosource MCT poeder Novartis	Pef Isosource MCT powder	A0723 A0869 B0001	
2192	Isosource Protein Fibre p 100 ml Novartis	Pef Isosource Protein Fibre p 100 ml	A0723 A0869 B0001	
2021	Isosource protein p 100 ml Novartis	Pef Isosource protein per 100 ml	A0723 A0869 B0001	
