FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
1208	Knorr carbonara saucepasta - DK Art. 30431	Knorr Sauce Carbonara Paste	A0286 A0463 A0637 A0667 A0722 A0735 A0855 B0001 C0001 E0103 F0014 G0001 H0138 H0143 H0146 H0166 H0221 H0227 H0262 H0263 H0297 H0319 H0348 H0349 H0367 H0512 H0513 H0590 H0748 J0116 K0003 M0001 N0001 P0024	
1209	Knorr Lasagne Sauce, pulver - DK Art. 30414	Knorr Lasagne Sauce, powder	A0286 A0463 A0637 A0667 A0722 A0735 A0855 B1276 C0148 E0106 F0014 G0001 H0138 H0146 H0158 H0164 H0212 H0262 H0263 H0319 H0367 H0590 J0116 K0003 M0001 N0001 P0024	
1210	Knorr Kartoffelmos komplet, pulver - dk art .	Knorr Potato mash, powder	A0152 A0455 A0629 A0663 A0706 A0731 A0830 B1218 C0238 E0106 F0001 G0001 H0138 H0164 H0227 H0263 H0297 H0367 J0116 K0003 M0001 N0001 P0024	
1211	Knorr tortellini med ostefyld - DK Art. 30825	Knorr Tortellini with cheese filling	A0152 A0455 A0629 A0662 A0705 A0731 A0822 B1079 C0155 E0147 F0014 G0001 H0138 H0143 H0186 H0212 H0227 H0263 H0319 H0367 H0590 J0116 K0003 M0001 N0001 P0024	
1212	Knorr tortellini med kødfyld - DK Art. 30820	Knorr Tortellini with meat filling	A0152 A0455 A0629 A0662 A0705 A0731 A0822 B1079 C0155 E0147 F0014 G0001 H0138 H0143 H0186 H0191 H0212 H0227 H0319 H0367 H0512 H0513 H0590 J0116 K0003 M0001 N0001 P0024	
1213	Knorr fusilli (pasta skruer) - DK Art. 30805	Knorr Fusilli (Pasta screws)	A0152 A0455 A0629 A0662 A0705 A0731 A0815 B1079 C0155 E0147 F0014 G0001 H0138 H0212 J0116 K0003 M0001 N0001 P0024	
1214	Knorr tagliatelle verdi (båndspaghetti m/spinat) - dk art .	Knorr Tagliatelle Verdi (Ribbon noodles with spinach)	A0152 A0455 A0629 A0662 A0705 A0731 A0815 B1079 C0155 E0147 F0014 G0001 H0138 H0212 J0116 K0003 M0001 N0001 P0024	
1215	Knorr lasagneplader, forkogte - DK Art. 30815	Knorr Lasagna, preboiled	A0152 A0455 A0629 A0662 A0705 A0731 A0815 B1079 C0155 E0147 F0014 G0001 H0138 J0116 J0120 K0003 M0001 N0001 P0024	
1216	Knorr grønsagsbouillon, pasta - DK Art. 30208,30209	Knorr Vegetable Bouillon Paste	A0152 A0455 A0629 A0662 A0705 A0731 A0856 B1655 C0005 E0103 F0014 G0001 H0138 H0146 H0164 H0227 H0263 H0590 J0116 K0003 M0001 N0001 P0024	
1217	Knorr bouillon hôtel, consommé double, pasta - DK Art. 30206	Knorr Bouillon H“tel Paste	A0286 A0463 A0637 A0667 A0722 A0735 A0855 B1655 C0005 E0106 F0001 G0001 H0138 H0164 H0227 H0262 H0512 H0513 H0590 J0116 K0003 M0001 N0001 P0024	
1218	Knorr hønsebouillon, pasta - DK Art. 30211,30214	Knorr Chicken Bouillon Paste	A0198 A0463 A0637 A0667 A0722 A0735 A0856 B1655 C0005 E0106 F0001 G0001 H0138 H0164 H0227 H0262 H0512 H0513 H0590 J0116 K0003 M0001 N0001 P0024	
1219	Knorr Svinebouillon, pasta - DK Art. 30218	Knorr Pork Bouillon Paste	A0198 A0463 A0637 A0667 A0722 A0735 A0856 B1655 C0005 E0106 F0001 G0001 H0138 H0164 H0191 H0227 H0262 H0297 H0512 H0513 H0590 J0116 K0003 M0001 N0001 P0024	
1220	Knorr fisk og skaldyr suppepasta - DK Art. 30121	Knorr Lobster Soup/Sauce Paste	A0198 A0463 A0637 A0667 A0722 A0727 A0856 B1423 C0103 E0103 F0014 G0001 H0138 H0146 H0154 H0158 H0184 H0227 H0263 H0297 H0319 H0349 H0350 H0367 H0512 H0513 H0590 J0116 K0003 M0001 N0001 P0024	
1221	Knorr kyllingesuppe, pulver - DK Art. 30103	Knorr Cream of Chicken Base, powder	A0198 A0463 A0637 A0667 A0722 A0735 A0856 B1312 C0155 E0106 F0001 G0001 H0138 H0171 H0227 H0262 H0263 H0297 H0367 H0590 J0116 K0003 M0001 N0001 P0024	
1222	Knorr kalvesuppe, legeret, pulver - DK Art. 30104	Knorr Cream of Veal Base, powder	A0198 A0463 A0637 A0667 A0722 A0735 A0856 B1312 C0155 E0106 F0001 G0001 H0138 H0164 H0191 H0227 H0263 H0279 H0297 H0321 H0512 H0513 H0590 J0116 K0003 M0001 N0001 P0024	
1223	Knorr oksehalesuppe, legeret, pulver - DK Art. 30135	Knorr Oxtail Soup Base, powder	A0198 A0463 A0637 A0667 A0722 A0735 A0856 B1312 C0155 E0106 F0001 G0001 H0138 H0146 H0150 H0164 H0227 H0262 H0349 H0350 H0367 H0590 J0116 K0003 M0001 N0001 P0024	
1224	Knorr Kartoffelmos komplet, pulver - DK Art. 31006	Knorr Potato mash, powder	A0152 A0455 A0629 A0663 A0706 A0731 A0830 B1218 C0238 E0106 F0001 G0001 H0138 H0164 H0227 H0263 H0297 H0367 J0116 K0003 M0001 N0001 P0024	
1225	Knorr fusilli verdi (pasta skruer med spinat) - dk art .	Knorr Fusilli (Pasta screws)	A0152 A0455 A0629 A0662 A0705 A0731 A0815 B1079 C0155 E0147 F0014 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
1226	Knorr penne - DK Art. 30835	Knorr Penne, raw	A0152 A0455 A0629 A0662 A0705 A0731 A0815 B1079 C0155 E0147 F0014 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
1227	Knorr fuldkorns penne - DK Art. 30830	Knorr Whole-wheat Penne, raw	A0152 A0455 A0629 A0662 A0705 A0731 A0815 B1079 C0155 E0147 F0014 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
1228	Colanød	Cola nut	A0260 A0455 A0629 A0685 A0703 A0732 A0823 B1279 C0134 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
1229	Musling, kogt	Mussels, boiled	A0267 A0460 A0634 A0717 A0727 A0771 A0803 B1223 C0173 E0150 F0014 G0016 H0367 J0120 K0003 M0001 N0001 P0024	
1230	Slik, sukkerdragé, uspec.	Sweets, dragé, coated with sugar, unspecified	A0216 A0466 A0640 A0663 A0698 A0733 A0838 B1012 C0108 E0105 F0001 G0003 H0117 H0150 H0158 H0221 J0145 K0003 M0001 N0001 P0024	
1231	Slik, chokoladedragé, uspec.	Sweets, dragé coated with chocolate, unspecified	A0216 A0466 A0640 A0663 A0698 A0733 A0839 B1012 C0108 E0105 F0001 G0003 H0117 H0150 H0158 H0221 H0231 J0145 K0003 M0001 N0001 P0024	
1232	Slik, pastiller, uspec.	Sweets, pastilles, unspecified	A0216 A0466 A0640 A0663 A0698 A0733 A0838 B1012 C0108 E0105 F0001 G0003 H0117 H0150 H0158 H0221 J0145 K0003 M0001 N0001 P0024	
1233	Pastiller, med sukker, uspec.	Pastilles, sugar added, unspecified	A0216 A0466 A0640 A0663 A0698 A0733 A0838 B1012 C0108 E0147 F0001 G0003 H0117 H0150 H0158 H0221 J0145 K0003 M0001 N0001 P0024	
1234	Pastiller, sukkerfri, uspec.	Pastilles, sugarfree, unspecified	A0216 A0466 A0640 A0663 A0722 A0735 A0838 B2975 C0298 E0147 F0001 G0003 H0117 H0150 H0221 J0145 K0003 M0001 N0001 P0024	
1235	Smørbart blandingsprodukt, 80% fedt	Blended spread, 80% fat	A0294 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1236	Tyggegummi, med sukker, uspec.	Chewing gum, sugar added, all types	A0176 A0466 A0640 A0663 A0698 A0733 A0838 B2975 C0298 E0147 F0001 G0001 H0117 H0150 H0158 H0221 H0302 H0354 J0145 K0003 M0001 N0001 P0024	
1237	Tyggegummi, uden sukker, uspec.	Chewing gum, no sugar added, all types	A0176 A0466 A0640 A0663 A0698 A0733 A0838 B2975 C0298 E0147 F0001 G0001 H0117 H0150 H0221 H0302 H0356 J0145 K0003 M0001 N0001 P0024	
1238	Konfektureprodukt, skumvare, uspec.	Marshmellows, unspecified	A0141 A0456 A0630 A0663 A0698 A0733 A0838 B1370 C0210 E0134 F0003 G0003 H0178 H0231 H0319 J0001 K0001 M0001 N0001 P0001	
1239	Chokoladebar, uspec.	Chokolatebar, all types	A0272 A0456 A0630 A0663 A0699 A0733 A0839 B1012 C0108 E0147 F0001 G0003 H0117 H0221 H0297 H0355 J0145 K0003 M0001 N0001 P0024	
1240	Chokolade, Yankie bar	Chocolate, Yankie Bar	A0272 A0456 A0630 A0663 A0699 A0733 A0839 B1012 C0108 E0147 F0001 G0003 H0117 H0221 H0297 H0355 J0145 K0003 M0001 N0001 P0024	
1241	Chokolade, Holly bar	Chocolate, Holly Bar	A0272 A0456 A0630 A0663 A0699 A0733 A0839 B1012 C0108 E0147 F0001 G0003 H0117 H0124 H0221 H0297 H0355 J0145 K0003 M0001 N0001 P0024	
1242	Chokolade, Nøtte kube	Chocolate, Nøtte kube	A0272 A0456 A0630 A0663 A0699 A0733 A0839 B1012 C0108 E0147 F0001 G0003 H0117 H0177 H0221 H0297 H0355 J0145 K0003 M0001 N0001 P0024	
1243	Vekao	Vecao	A0272 A0456 A0630 A0663 A0699 A0733 A0839 B1318 C0155 E0147 F0001 G0003 H0117 H0136 H0221 H0263 J0145 K0003 M0001 N0001 P0024	
1244	Svinekød, bagskank uden svær, rå	Pork, hind leg without rind, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0175 E0131 F0003 G0003 H0003 H0398 J0131 K0003 M0001 N0001 P0024 Z0024	
1245	Skinkesteg, yderlår med svær, rå	Pork, ham, silverside with rind, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0267 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0024	
1246	Skinkeculotte (yderlår), ca. 2 mm spæk, rå	Pork, ham, silverside, 2 mm fat, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0268 E0150 F0003 G0003 H0247 J0131 K0001 M0001 N0001 P0024 Z0024	
1247	Svinebov med svær, rå	Pork, hand with rind, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0267 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0043	
1248	Minarine, 30 %, vegetabilsk fedt	Margarine, 30 % fat, vegetable fat	A0294 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1249	Minarine, 40 %, vegetabilsk fedt	Margarine, 40 % fat, vegetable fat	A0294 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1250	Margarine, 80 %, bordbrug, vegetabilsk fedt	Margarine, 80 % fat, table use, vegetable fat	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1251	Margarine, 80 %, bordbrug, animalsk og vegetabilsk fedt	Margarine, 80 % fat, table use, animal and vegetable fat	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 H0262 J0001 K0003 M0001 N0001 P0024	
1252	Margarine, 70 %, bordbrug, blød, vegetabilsk fedt	Margarine, 70 % fat, table use, soft, vegetable fat	A0294 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1253	Margarine, 80 %, stegning/bagning, vegetabilsk fedt	Margarine, 80 % fat, for frying/baking, vegetable fat	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1254	Margarine, 80 %, stegning/bagning, animalsk og vegetabilsk fedt	Margarine, 80 % fat, for frying/baking, animal and vegetable fat	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 H0262 J0001 K0003 M0001 N0001 P0024	
1255	Margarine, 80 %, bordbrug, blød, vegetabilsk fedt	Margarine, 80 % fat, table use, soft, vegetable fat	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1256	Margarine, gennemsnit	Margarine, (more than 50 % fat), average	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1257	Minarine, gennemsnit	Margarine, (less than 50 % fat), average	A0294 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1258	Broccoli, kogt	Broccoli, boiled	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1443 C0237 E0150 F0014 G0014 H0003 J0142 K0003 M0001 N0001 P0024	
1259	Broccoli, dybfrost	Broccoli, frozen	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1443 C0237 E0150 F0022 G0042 H0003 J0132 K0003 M0001 N0001 P0024	
1260	Gulerod, findelt, rå	Carrot, shredded, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1227 C0239 E0122 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
1261	Salat, Iceberg, findelt, rå	Lettuce, Iceberg, shreded, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B2083 C0200 E0152 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
1262	Kartoffel, kogt	Potato, boiled	A0152 A0455 A0629 A0650 A0705 A0731 A0829 B1218 C0239 E0150 F0022 G0001 H0003 J0001 K0003 M0001 N0001 P0024	
1263	Kartoffel, bagt	Potato, baked	A0152 A0455 A0629 A0650 A0705 A0731 A0829 B1218 C0239 E0150 F0014 G0005 H0003 J0001 K0003 M0001 N0001 P0024	
1264	Kokosmælk, rå	Coconut, milk, raw	A0143 A0467 A0629 A0660 A0722 A0735 A0824 B1536 C0214 E0130 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
1265	Sukkerært (mangetout), rå	Sugar pea (Snow pea, Mangetout) raw	A0152 A0455 A0629 A0650 A0705 A0731 A0831 B2466 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
1267	Fiskefilet, friturestegt	Fillet of fish, deep-fried	A0267 A0460 A0634 A0717 A0727 A0747 A0803 B1222 C0265 E0151 F0018 G0029 H0001 J0001 K0001 M0001 N0001 P0024	
1268	Vildt (dyrekød), råt	Venison, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1500 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024	
1269	Drueagurk (sylteagurk), rå	Gherkin, small cucumber, raw	A0152 A0455 A0629 A0676 A0705 A0731 A0826 B1404 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1270	Boghvede, hel, rå	Buckwheat, whole, raw	A0125 A0457 A0631 A0683 A0706 A0729 A0814 B1405 C0150 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1271	Havreklid, dansk	Oat Bran, danish	A0125 A0457 A0631 A0683 A0696 A0729 A0814 B1219 C0288 E0136 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
1272	Risengryn, grødris, brune, rå	Rice groats, brown, raw	A0125 A0457 A0631 A0662 A0696 A0729 A0814 B1322 C0208 E0122 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
1273	Kørvel, hakket, dybfrost	Chervil, chopped, frozen	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1444 C0150 E0117 F0003 G0003 H0001 J0132 K0003 M0001 N0001 P0024	
1274	Oliven, sorte, uden sten, i saltlage	Olives, black, without stones, in brine	A0143 A0455 A0629 A0663 A0707 A0732 A0827 B1169 C0167 E0150 F0018 G0003 H0173 H0190 J0100 K0018 M0001 N0001 P0024	
1275	Linser, brune, tørrede, rå	Lentils, brown, dried, raw	A0152 A0455 A0629 A0705 A0731 A0757 A0831 B1268 C0133 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
1276	Krebs, konserves	Crayfish, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B2686 C0173 E0150 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024	
1277	Dressing, creme fraiche	Salad dressing, soured fresh cream	A0136 A0453 A0627 A0663 A0700 A0728 A0859 B1017 C0190 E0110 F0014 G0003 H0148 H0151 H0173 H0200 H0296 J0100 K0003 M0135 N0004 P0024	
1278	Dressing, creme fraiche, kalorielet	Salad dressing, soured fresh cream, low calorie	A0136 A0453 A0627 A0663 A0700 A0728 A0859 B1017 C0190 E0110 F0014 G0003 H0148 H0151 H0173 H0200 H0296 J0100 K0003 M0135 N0004 P0024 P0132	
1279	Dressing, mayonnaise	Salad dressing, mayonnaise	A0136 A0453 A0627 A0663 A0700 A0728 A0859 B1017 C0190 E0110 F0014 G0003 H0148 H0151 H0173 H0200 J0100 K0003 M0135 N0004 P0024	
1280	Dressing, mayonnaise, kalorielet	Salad dressing, mayonnaise, low calorie	A0136 A0453 A0627 A0663 A0700 A0728 A0859 B1017 C0190 E0110 F0014 G0003 H0148 H0151 H0173 H0200 J0100 K0003 M0135 N0004 P0024 P0132	
1281	Dressing, olie-eddike	Salad dressing, oil and vinegar	A0136 A0453 A0627 A0663 A0700 A0728 A0859 B1017 C0190 E0110 F0014 G0003 H0148 H0151 H0173 H0200 J0100 K0003 M0135 N0004 P0024	
1282	Dressing, olie-eddike, kalorielet	Salad dressing, oil and vinegar, low calorie	A0136 A0453 A0627 A0663 A0700 A0728 A0859 B1017 C0190 E0110 F0014 G0003 H0148 H0151 H0173 H0200 J0100 K0003 M0135 N0004 P0024 P0132	
1283	Margarine (min. 55 % linolsyre)	Margarine ( min. 55 % linoleic acid)	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1284	Margarine (max. 10 % linolsyre)	Margarine ( max. 10 % linoleic acid)	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1285	Minarine (min. 55 % linolsyre)	Margarine, low fat (min. 55 % linoleic acid)	A0294 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
1286	Tidselolie	Thistle oil	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1017 C0190 E0123 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
1287	Røde linser, tørrede, rå	Lentils, red, dried, raw	A0152 A0455 A0629 A0705 A0731 A0757 A0831 B1268 C0133 E0150 F0001 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
1288	Spinat, kogt	Spinach, boiled	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1420 C0200 E0150 F0014 G0013 H0001 J0120 K0003 M0001 N0001 P0024	
1289	Hvidkål, kogt	Cabbage, white, boiled	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1406 C0151 E0150 F0014 G0014 H0001 J0001 K0003 M0001 N0001 P0024	
1290	Hvedemel, bagerimel	Wheat flour, breadmaking (extraction rate 75%)	A0149 A0457 A0631 A0683 A0693 A0729 A0813 B1312 C0208 E0106 F0003 G0003 H0138 H0159 J0003 K0003 M0120 N0039 P0024	
1291	Rugsigtemel (udmalingsgrad ca. 70 %)	Rye-flour, bolted (extraction rate 70 %)	A0149 A0457 A0631 A0696 A0729 A0761 A0813 B1313 C0208 E0117 F0003 G0003 H0138 H0319 J0145 K0003 M0001 N0001 P0024	
1292	Rugmel, halvsigtet (udmalingsgrad ca. 85 %)	Rye-flour, bolted (extraction rate 85 %)	A0149 A0457 A0631 A0696 A0729 A0761 A0813 B1313 C0208 E0117 F0003 G0003 H0138 J0145 K0003 M0001 N0001 P0024	
1293	Torsk, rogn, røget	Cod, roe, smoked	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1423 C0202 E0147 F0001 G0001 H0118 J0131 K0003 M0194 N0001 P0024	
1294	Sildepostej	Bucklingpat‚ (sweet cured herring, smoked)	A0267 A0460 A0634 A0667 A0717 A0727 A0803 B1414 C0125 E0147 F0022 G0003 H0117 H0367 J0100 J0131 J0135 K0010 M0132 N0001 P0024	
1295	Sild, marineret, kryddersild	Herring, pickled, spiced, canned	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1414 C0267 E0152 F0003 G0003 H0151 H0158 H0173 H0190 H0200 J0100 K0010 M0132 N0001 P0024	
1296	Oksekød, hakket, råt	Beef, mince, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0268 E0136 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024	
1297	Wienerbrød, kanelsnegl	Danish pastry, kanelsnegl	A0202 A0456 A0632 A0695 A0729 A0768 A0821 B1312 C0208 E0147 F0014 G0005 H0117 H0148 H0158 H0272 J0120 K0003 M0001 N0001 P0024	
1298	Tørkage, linse	Pastry, 'linse'	A0203 A0458 A0632 A0663 A0695 A0729 A0821 B1312 C0208 E0140 F0014 G0005 H0100 H0158 H0186 H0296 J0120 J0145 K0003 M0001 N0001 P0024	
1299	Havregryn, ikke beriget	Oats, rolled, not enriched	A0125 A0457 A0631 A0683 A0696 A0729 A0814 B1219 C0134 E0100 F0022 G0003 H0138 H0239 J0116 K0003 M0001 N0001 P0024	
1300	Frugtkvark	Quark with fruit	A0185 A0452 A0626 A0720 A0724 A0775 A0786 B1201 C0245 E0119 F0001 G0001 H0101 H0147 J0001 K0003 M0001 N0001 P0024	
1301	Modermælk, colostrum	Human milk, colostrum	A0464 A0638 A0723 A0736 A0740 A0780 B1087 C0235 E0109 F0003 G0003 H0003 J0003 K0003 M0003 N0003 P0020	
1302	Modermælk, overgangsmælk (10. dag efter fødslen)	Human milk, transitional (10th day post partum)	A0464 A0638 A0723 A0736 A0740 A0780 B1087 C0235 E0109 F0003 G0003 H0003 J0003 K0003 M0003 N0003 P0020	
1303	Modermælk, moden	Human milk, mature	A0464 A0638 A0723 A0736 A0740 A0780 B1087 C0235 E0109 F0003 G0003 H0003 J0003 K0003 M0003 N0003 P0020	
1304	Bacon i skiver, rå	Bacon, streaky bacon, sliced, raw	A0279 A0459 A0633 A0666 A0714 A0726 A0797 B1136 C0268 E0100 F0003 G0003 H0253 H0691 J0100 J0103 J0131 K0003 M0001 N0001 P0024 Z0046	
1308	Softrugbrød uden fedtrige frø, industrifremstillet	Rye bread, soft, no high fat seeds, industriel produced	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0133 E0147 F0014 G0005 H0148 H0256 H0367 H0430 J0120 K0003 M0001 N0001 P0024	
1309	Rugbrød med fedtrige frø og hele kerner	Rye bread, dark with high fat seeds and whole kernels	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0133 E0147 F0014 G0005 H0148 H0256 H0367 H0430 J0120 K0003 M0001 N0001 P0024	
1310	Hvedebrød, groft uden fedtrige frø, uden kerner	Bread, wheat with rye	A0191 A0458 A0632 A0662 A0695 A0729 A0818 B1312 C0208 E0147 F0014 G0005 H0148 H0256 H0367 J0001 K0003 M0001 N0001 P0024	
1311	Flute, fint, industrifremstillet	Baguette, wheat, fine, industrial product	A0178 A0458 A0632 A0662 A0691 A0729 A0818 B1312 C0208 E0125 F0014 G0005 H0148 H0173 H0256 H0753 J0003 K0003 M0001 N0001 P0024	
1313	Flute, groft, industrifremstillet	Baguette, with rye, industrial product	A0178 A0458 A0632 A0662 A0691 A0729 A0818 B1312 C0208 E0125 F0014 G0005 H0148 H0173 H0256 H0753 J0003 K0003 M0001 N0001 P0024	
1314	Softrugbrød (uden fedtrige frø)	Rye bread, soft, with wheat	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0133 E0147 F0014 G0005 H0148 H0256 H0367 H0430 J0120 K0003 M0001 N0001 P0024	
1315	Softrugbrød med fedtrige frø og hele kerner	Rye bread, soft, with wheat, high fat seeds and whole kernels	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0133 E0147 F0014 G0005 H0148 H0256 H0367 H0430 J0120 K0003 M0001 N0001 P0024	
1317	Bondebrød, uden fedtrige frø, industrifremstillet	Rye bread, fine with wheat flour, no high fat seeds, industrial prod.	A0191 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0208 E0147 F0014 G0005 H0148 H0173 J0001 K0003 M0001 N0001 P0024	
1318	Bondebrød med fedtrige frø, industrifremstillet	Rye bread, fine with wheat flour and high fat seeds, industrial prod.	A0191 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0208 E0147 F0014 G0005 H0148 H0173 J0001 K0003 M0001 N0001 P0024	
1319	Italiensk brød, store	Wheat bread, italien type	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1312 C0208 E0147 F0014 G0005 H0148 H0256 H0367 J0001 K0003 M0001 N0001 P0024	
1322	Theboller o.l. (bløddejsboller)	Rolls, sweet dough type	A0191 A0458 A0632 A0662 A0695 A0729 A0818 B1312 C0208 E0147 F0014 G0005 H0148 H0256 H0367 J0120 K0003 M0001 N0001 P0024	
1332	Kartoffel, chips, grove	Potato crisps, coarse	A0228 A0455 A0629 A0662 A0705 A0731 A0868 B1218 C0240 E0100 F0014 G0025 H0138 H0173 H0221 J0100 K0032 M0144 N0017 P0024	
1333	Snacks, ekspanderet, kartoffelbasis	Snacks, expanded, potatobasis	A0152 A0455 A0629 A0662 A0705 A0731 A0868 B1218 C0240 E0100 F0014 G0025 H0138 H0173 H0221 H0268 J0100 K0032 M0144 N0017 P0024	
1334	Snacks, ekspanderet, majsbasis	Snacks, expanded, cornbased	A0228 A0457 A0631 A0722 A0735 A0768 A0868 B1232 C0155 E0147 F0014 G0004 H0138 H0268 J0120 J0145 K0001 M0001 N0001 P0024	
1335	Snacks, ekstruderet, majsbasis	Snacks, extruded, cornbased	A0228 A0457 A0631 A0722 A0735 A0768 A0868 B1232 C0155 E0147 F0014 G0004 H0138 H0352 J0120 J0145 K0001 M0001 N0001 P0024	
1336	Pop corn, traditionelle	Pop corn, oil and salt added, traditional	A0125 A0457 A0631 A0662 A0722 A0729 A0868 B1454 C0133 E0131 F0014 G0009 H0138 H0173 H0221 J0116 K0003 M0144 N0001 P0024	
1337	Pop corn, microovn	Pop corn, microwave oven	A0125 A0457 A0631 A0662 A0722 A0729 A0868 B1454 C0133 E0131 F0014 G0009 H0138 H0173 H0221 J0116 K0003 M0144 N0001 P0024	
1338	Ghee, smør	Ghee, butter	A0164 A0452 A0627 A0702 A0724 A0773 A0809 B1201 C0179 E0102 F0022 G0004 H0001 J0003 K0003 M0001 N0001 P0024	
1339	Lever, lam, rå	Liver, lamb, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1669 C0176 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
1342	Oksekød, hakket, lavt fedtindhold, råt	Beef, low fat, minced, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0268 E0136 F0003 G0003 H0161 J0131 K0001 M0001 N0001 P0024	
1343	Svinekød, hakket, ca. 18% fedt, råt	Pork, minced, approx. 18% fat, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0268 E0136 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 Z0185	
